mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15.691378307342529,3.749080037070518,0.004002904891967774,1.2142599951325014e-05,relu,100,200,"{'activation': 'relu', 'hidden_layer_sizes': 100, 'max_iter': 200}",0.8278418451400329,0.8319604612850082,0.835667215815486,0.8257825370675453,0.8393739703459637,0.8321252059308073,0.004973815202454857,13
31.806053781509398,3.87357430930485,0.003998374938964844,0.0006377759041885414,relu,100,500,"{'activation': 'relu', 'hidden_layer_sizes': 100, 'max_iter': 500}",0.8430807248764415,0.8439044481054365,0.8513179571663921,0.836490939044481,0.8397858319604613,0.8429159802306426,0.0049533101740932345,6
26.673008298873903,4.639141059214098,0.009618663787841797,0.005758966415617029,relu,200,200,"{'activation': 'relu', 'hidden_layer_sizes': 200, 'max_iter': 200}",0.8467874794069192,0.8261943986820428,0.8439044481054365,0.8401976935749588,0.8422570016474464,0.8398682042833607,0.007168758722251914,8
116.23760309219361,74.41997561543947,0.011807775497436524,0.001327207971095299,relu,200,500,"{'activation': 'relu', 'hidden_layer_sizes': 200, 'max_iter': 500}",0.8599670510708401,0.8550247116968699,0.863673805601318,0.8607907742998353,0.8603789126853377,0.8599670510708404,0.002793381376904975,2
55.60060768127441,19.32497059196615,0.012208890914916993,0.007029305009479257,relu,"(100, 100)",200,"{'activation': 'relu', 'hidden_layer_sizes': (100, 100), 'max_iter': 200}",0.8476112026359144,0.8521416803953872,0.8533772652388797,0.8434925864909391,0.8529654036243822,0.8499176276771004,0.00381589285729833,4
63.74520921707153,33.40320847476313,0.011608028411865234,0.0042740990423288,relu,"(100, 100)",500,"{'activation': 'relu', 'hidden_layer_sizes': (100, 100), 'max_iter': 500}",0.8476112026359144,0.8546128500823723,0.8558484349258649,0.8492586490939045,0.8682042833607908,0.8551070840197695,0.007248764415156505,3
12.499206924438477,4.065812406524598,0.007808780670166016,0.006882662663121746,relu,"(36, 18, 3)",200,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18, 3), 'max_iter': 200}",0.8294892915980231,0.8278418451400329,0.8331960461285008,0.8266062602965404,0.8397858319604613,0.8313838550247116,0.0047505340544633425,14
12.5583505153656,1.2063120635956668,0.01861715316772461,0.018927971488611715,relu,"(36, 18, 3)",500,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18, 3), 'max_iter': 500}",0.8340197693574959,0.8336079077429983,0.8117792421746294,0.8315485996705108,0.8389621087314663,0.8299835255354202,0.009422183998569212,15
9.601054334640503,1.7509069243945405,0.0178128719329834,0.018564440778661716,relu,"(36, 18)",200,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18), 'max_iter': 200}",0.8331960461285008,0.8315485996705108,0.8204283360790774,0.8204283360790774,0.8294892915980231,0.8270181219110379,0.005507253591580521,17
14.554568576812745,1.840048850371071,0.013013172149658202,0.012672113565879894,relu,"(36, 18)",500,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18), 'max_iter': 500}",0.8414332784184514,0.8315485996705108,0.8352553542009885,0.828665568369028,0.8307248764415156,0.8335255354200989,0.004492124614311683,12
18.025841331481935,1.2931576029308778,0.007605361938476563,0.0004898718588013247,tanh,100,200,"{'activation': 'tanh', 'hidden_layer_sizes': 100, 'max_iter': 200}",0.8163097199341022,0.8134266886326195,0.8105436573311368,0.8035420098846787,0.814662273476112,0.8116968698517297,0.0044921246143117015,19
67.70683178901672,25.159405667689416,0.007612085342407227,0.0004821733300243293,tanh,100,500,"{'activation': 'tanh', 'hidden_layer_sizes': 100, 'max_iter': 500}",0.8430807248764415,0.8369028006589786,0.8439044481054365,0.8352553542009885,0.8385502471169687,0.8395387149917628,0.003402286067226225,9
42.42642593383789,17.914317239405307,0.02321648597717285,0.021420386595676296,tanh,200,200,"{'activation': 'tanh', 'hidden_layer_sizes': 200, 'max_iter': 200}",0.8088962108731467,0.8212520593080724,0.8117792421746294,0.8056013179571664,0.8101317957166392,0.8115321252059309,0.00526538939522136,20
84.44995832443237,35.518797223274504,0.01361379623413086,0.00185339178103921,tanh,200,500,"{'activation': 'tanh', 'hidden_layer_sizes': 200, 'max_iter': 500}",0.8389621087314663,0.8393739703459637,0.8385502471169687,0.836490939044481,0.8410214168039539,0.8388797364085667,0.0014596412806152943,10
45.22821669578552,20.535466319265428,0.016613340377807616,0.003502613318130961,tanh,"(100, 100)",200,"{'activation': 'tanh', 'hidden_layer_sizes': (100, 100), 'max_iter': 200}",0.8459637561779242,0.8550247116968699,0.8476112026359144,0.8471993410214168,0.8480230642504119,0.8487644151565075,0.0032051196801225396,5
91.7215380191803,17.897912206541907,0.014010477066040038,5.309833872633002e-07,tanh,"(100, 100)",500,"{'activation': 'tanh', 'hidden_layer_sizes': (100, 100), 'max_iter': 500}",0.8661449752883031,0.8624382207578254,0.8739703459637562,0.8772652388797364,0.8739703459637562,0.8707578253706755,0.00554041901838558,1
11.714548921585083,1.2634233859774842,0.011805009841918946,0.008191739553645484,tanh,"(36, 18, 3)",200,"{'activation': 'tanh', 'hidden_layer_sizes': (36, 18, 3), 'max_iter': 200}",0.8303130148270181,0.8315485996705108,0.8249588138385503,0.8307248764415156,0.8266062602965404,0.8288303130148271,0.0025733936329181586,16
22.216830348968507,2.421067626318742,0.004399347305297852,0.0004936948756095281,tanh,"(36, 18, 3)",500,"{'activation': 'tanh', 'hidden_layer_sizes': (36, 18, 3), 'max_iter': 500}",0.8401976935749588,0.8369028006589786,0.8352553542009885,0.8439044481054365,0.828665568369028,0.836985172981878,0.005107084019769321,11
8.2052490234375,0.2073718042717847,0.00400238037109375,1.0047582390644778e-06,tanh,"(36, 18)",200,"{'activation': 'tanh', 'hidden_layer_sizes': (36, 18), 'max_iter': 200}",0.8274299835255354,0.8175453047775947,0.8245469522240527,0.8167215815485996,0.8319604612850082,0.823640856672158,0.005821106999688565,18
22.1229558467865,2.9703928078701716,0.010206174850463868,0.011915620248724518,tanh,"(36, 18)",500,"{'activation': 'tanh', 'hidden_layer_sizes': (36, 18), 'max_iter': 500}",0.8439044481054365,0.841845140032949,0.8360790774299836,0.836490939044481,0.8434925864909391,0.8403624382207578,0.003402286067226254,7
