mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14.801546573638916,8.90835390964653,0.0040034294128417965,0.0015493285166905493,relu,100,200,"{'activation': 'relu', 'hidden_layer_sizes': 100, 'max_iter': 200}",0.8277777777777777,0.8395061728395061,0.8203703703703704,0.8191358024691358,0.8276714021000617,0.8268923051113702,0.007255338434952596,7
19.706237936019896,6.738977049840979,0.0038022994995117188,0.0011666702065335163,relu,100,500,"{'activation': 'relu', 'hidden_layer_sizes': 100, 'max_iter': 500}",0.821604938271605,0.8395061728395061,0.8339506172839506,0.8135802469135802,0.8252007411982706,0.8267685433013824,0.009131060999600711,8
10.986626482009887,1.581886839839367,0.0049994468688964845,0.0006331360291086904,relu,200,200,"{'activation': 'relu', 'hidden_layer_sizes': 200, 'max_iter': 200}",0.8265432098765432,0.8358024691358025,0.837037037037037,0.8117283950617284,0.8307597282273008,0.8283741678676824,0.00912523993851608,6
31.72500309944153,13.89007857420294,0.005800294876098633,0.0013278717606849397,relu,200,500,"{'activation': 'relu', 'hidden_layer_sizes': 200, 'max_iter': 500}",0.8222222222222222,0.8339506172839506,0.832716049382716,0.812962962962963,0.8295243977764052,0.8262752499256514,0.0078050770813458984,9
20.059093523025513,2.573875195108089,0.008806324005126953,0.004216379775487088,relu,"(100, 100)",200,"{'activation': 'relu', 'hidden_layer_sizes': (100, 100), 'max_iter': 200}",0.8055555555555556,0.8154320987654321,0.8148148148148148,0.7993827160493827,0.8091414453366276,0.8088653261043625,0.005991154070276447,18
53.72867407798767,23.81338604337658,0.007004928588867187,0.002281921233904023,relu,"(100, 100)",500,"{'activation': 'relu', 'hidden_layer_sizes': (100, 100), 'max_iter': 500}",0.7845679012345679,0.7975308641975308,0.804320987654321,0.7993827160493827,0.8017294626312539,0.7975063863534114,0.006858553398526646,20
5.968849182128906,0.464896253725415,0.0020054340362548827,7.748567140932566e-06,relu,"(36, 18, 3)",200,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18, 3), 'max_iter': 200}",0.8296296296296296,0.8382716049382716,0.8197530864197531,0.8055555555555556,0.8233477455219271,0.8233115244130274,0.010878057600859295,13
8.96299352645874,2.3399612177021294,0.0026013851165771484,0.0012006762578810862,relu,"(36, 18, 3)",500,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18, 3), 'max_iter': 500}",0.8277777777777777,0.8351851851851851,0.8209876543209876,0.8080246913580247,0.8233477455219271,0.8230646108327806,0.008941088934741673,14
5.561562252044678,0.42333334938247164,0.009414434432983398,0.013828727646607064,relu,"(36, 18)",200,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18), 'max_iter': 200}",0.8290123456790124,0.8296296296296296,0.8135802469135802,0.812962962962963,0.8319950586781965,0.8234360487726763,0.00836103508239744,12
8.725428152084351,2.4572825371992764,0.002794504165649414,0.0009718806712105825,relu,"(36, 18)",500,"{'activation': 'relu', 'hidden_layer_sizes': (36, 18), 'max_iter': 500}",0.8333333333333334,0.8308641975308642,0.8271604938271605,0.812962962962963,0.8227300802964793,0.8254102135901601,0.007179170019526057,10
10.36118187904358,2.5587278766797446,0.005206871032714844,0.00040743360399982554,tanh,100,200,"{'activation': 'tanh', 'hidden_layer_sizes': 100, 'max_iter': 200}",0.8382716049382716,0.8450617283950618,0.8209876543209876,0.8197530864197531,0.8289067325509574,0.8305961613250062,0.00980729233936136,4
21.477098894119262,3.136005808929939,0.005404949188232422,0.0004913452802926102,tanh,100,500,"{'activation': 'tanh', 'hidden_layer_sizes': 100, 'max_iter': 500}",0.8376543209876544,0.8382716049382716,0.8222222222222222,0.8246913580246914,0.8319950586781965,0.8309669129702073,0.006557274441245538,3
12.914399862289429,1.4217399416449326,0.009205913543701172,0.0007580187272595613,tanh,200,200,"{'activation': 'tanh', 'hidden_layer_sizes': 200, 'max_iter': 200}",0.8388888888888889,0.8407407407407408,0.841358024691358,0.812962962962963,0.8276714021000617,0.8323244038768024,0.010881629606789739,2
21.949239253997803,7.56699527876651,0.009211206436157226,0.0003999396329133289,tanh,200,500,"{'activation': 'tanh', 'hidden_layer_sizes': 200, 'max_iter': 500}",0.837037037037037,0.8450617283950618,0.841358024691358,0.8197530864197531,0.8258184064237184,0.8338056565933856,0.00954410948827693,1
19.017343616485597,0.5593250834731147,0.010406827926635743,0.0014980330126012514,tanh,"(100, 100)",200,"{'activation': 'tanh', 'hidden_layer_sizes': (100, 100), 'max_iter': 200}",0.8253086419753086,0.8265432098765432,0.8228395061728395,0.8024691358024691,0.8196417541692402,0.8193604495992801,0.008768950751695617,16
47.81806392669678,3.4444514514665867,0.010607719421386719,0.0008003714044142747,tanh,"(100, 100)",500,"{'activation': 'tanh', 'hidden_layer_sizes': (100, 100), 'max_iter': 500}",0.7975308641975308,0.8074074074074075,0.8030864197530864,0.7901234567901234,0.8054354539839407,0.8007167204264178,0.006245224222435338,19
6.985587024688721,0.3892316742301905,0.003794956207275391,0.001161678269322934,tanh,"(36, 18, 3)",200,"{'activation': 'tanh', 'hidden_layer_sizes': (36, 18, 3), 'max_iter': 200}",0.8302469135802469,0.8277777777777777,0.8240740740740741,0.8141975308641975,0.8214947498455837,0.823558209228376,0.005562190310496336,11
